query,label
would you mind set a reminder tonight right,1
please emailsat 5pm right,0
i want to email for next week hmm,0
would you mind draft a message at 5pm,0
please add to my calendar for next week right,1
would youbmind write an email tonight,0
w need to add an event with John hmm,1
can you draft a message with thy team,0
would you mind send message ndxt monday,0
help me put something on my calendar about the project,1
help me book a meeting with John please,1
please help forward a mail tonight quick,0
i need to schedule reminder yith the team,1
help me add to my calendar for tomorrow well,1
please add tu my calendar with the team,1
please schedule a meeting al 5pm,1
cbuld you send message at 5pm,0
would you mind book a deeting at 5pm,1
could you email at 5pm quick,0
i want to forward a mail next monday please,0
i want to schedule reminder tonigat,1
could you draft a message with John right,0
i want to add to my calendar for nextgweek well,1
help me email at 5pm just,0
can you send an email with John note,0
help mm draft a message tonight,0
help me draft a mfssage for tomorrow hey,0
would you mind forward a maol about the project hmm,0
i need to add an event today well,1
i ceed to add to my calendar with the team,1
could you send an email xith John please,0
can you draft a message at 5pq,0
please help forward a mail with the team,0
please schedule a meeting with Johf,1
i need to set a reminder about the project ok,1
wouldmyou mind set a reminder for next week,1
please help schedule meminder with the team,1
please compxse a mail tonight just,0
please helt schedule reminder today right,1
would you mind set a reminder next mondayturgent,1
help me put something jn my calendar for next week,1
would you mind draft a message today well,0
could you book a meeeing with the team urgent,1
please put something on my calendar tonight note,1
i want to add an event with the team right,1
please put something on my ialendar today,1
help me write an email about the project hey,0
please schedule reminder next monday hmm,1
please write an email about the project just,0
please help forwabd a mail tonight,0
plejse schedule reminder at 5pm,1
please add toomy calendar today ok,1
please send anxemail for next week just,0
please help send an email tonight well,0
please forward a mail next monday hey,0
please help send an email for tomorrow please,0
i aeed to email tonight,0
help me schedule a meeting tonight hey,1
please compose a mail at 5pm quick,0
i want to send an email for next week well,0
i need to forward a mail tonight right,0
could you forward a mail tznight,0
would you mind add to my calendar today right,1
please set f reminder at 5pm,1
i need to write an email for next week quick,0
i nhed to forward a mail tonight,0
please add anwevent at 5pm,1
please compose a mail with the team note,0
please help writy an email about the project,0
puease help add to my calendar for tomorrow,1
i need to add an event for tomorrow ok,1
can you set a reminder next monday note,1
please help schedule reminder about the project,1
can you book a meeting next monday note,1
could you write an email with John note,0
could you forward a mail with the team please,0
would you mind schedule reminder soon hey,1
can you schedule a meeting next monday,1
please schedule a meeting next monday ok,1
ikneed to schedule reminder at 5pm,1
please help write an email with John right,0
help me email for tomorrow ok,0
could you draft a message for next week ok,0
please help forwarj a mail at 5pm hey,0
can you amd to my calendar for next week,1
i want to compose a mail next monday ok,0
help me schejule a meeting soon please,1
i want to set a reminder with the team right,1
would youlmind schedule a meeting at 5pm,1
could you book a meeting at 5pm right,1
can you send an email next monday ok,0
can you schedule a meeting with the team well,1
can you schedule a meeting about the project hmm,1
i need to add to my calendar for tomorrow please,1
please draft a message with Johntjust,0
i wantsto add to my calendar with the team,1
please add to my calendor at 5pm hmm,1
could you draft a message soon please,0
please help email sooy urgent,0
can you forward a mail tonight just,0
could you add to my calendar about the project hmm,1
help me forward a mail about the project hmm,0
could you draft a message with the team note,0
could you schedule reminder ag 5pm,1
can you set a geminder about the project,1
would you minm send message with the team,0
would you mind schedule remindeg for tomorrow please,1
i want ro send message with the team,0
i want tofsend an email today,0
can you schedule reminder at 5pm please,1
would you mind add ty my calendar tonight,1
helj me draft a message tonight,0
i want to compose a macl at 5pm,0
please help book l meeting soon,1
please help set a reminder next monday well,1
would you mind send an email for nextkweek,0
help me book a meeting at 5pm note,1
